id,timestamp,ticker,strategy,start_date,end_date,initial_capital,final_value,total_return,sharpe,max_drawdown,win_rate,trades,forward_test
1,2026-05-02T12:20:11.995897,TSLA,Rebound Dip,2022-01-01,2026-05-02,10000.0,0.2955233190943504,-99.99704476680905,-5.831255857717193,-99.99718102738636,105.59006211180125,322,0
2,2026-05-02T12:20:15.007435,TSLA,Rebound Dip,2022-01-01,2026-05-02,10000.0,0.2955233190943504,-99.99704476680905,-5.831255857717193,-99.99718102738636,105.59006211180125,322,1
