id,timestamp,name,tickers,weights,initial_capital,final_value,total_return,period_start,period_end
1,2026-05-02T12:19:57.400679,Custom Portfolio,"[""TSLA"", ""AAPL""]","[0.5, 0.5]",10000.0,32109.881403444302,221.09881403444302,2023-01-01,2026-05-02
